1,2,3,4,5,6,7,8,9,10,11,12,13
65308756,Dlja doma i dachi,Remont i stroitel'stvo,Sektsionnye garazhnye vorota i rol'stavni za 10 dnej,"Sektsionnye, rulonnye vorota i avtomatika po minimal'nym tsenam v Moskve i oblasti.  ^p Masterskaja vorot predlagaet sektsionnye i rulonnye vorota Sauber, DoorHan i Alutech po minimal'nym tsenam. Razmery: ot 2000*2000 mm. do 6000*6000 mm.. Avtomatika DH, Nice.  ^p Izgotovlenie i montazh v techenie 7-10 dnej.Garantija. Zvonite.","{""Vid tovara"":""Dveri""}",16000,,0,0,0,0,0.11
14887145,Bytovaja elektronika,Planshety i elektronnye knigi,DNS AirTab m971g,"Ne rabotaet slot Simkarty ^p Android 4.   9,7'' 1024x768,Wi-Fi,GPS 16Gb  ^p Korobka,z/u,kabel',chehol","{""Vid tovara"":""Planshety""}",2900,,0,0,0,0,3.18
11442700,Transport,Zapchasti i aksessuary,Protivotumannye fary ford Renault,"Prodam 2 protivotumanki,stojali na ford fusion,podhodjat k focus 1 Renault Logan sandero ford fiesta i esche mnogo k chemu,v pridachu lampochki tsena za obe","{""Vid tovara"":""Zapchasti"", ""Tip tovara"":""Dlja avtomobilej""}",500,,0,0,0,0,13.39
10579154,Lichnye veschi,"Odezhda, obuv', aksessuary",Belaja bluzka imennaja kofta tunika Gucci M 46,"NOVYJ! ORIGINAL!    ^p Dizajnerskaja imennaja udlinennaja belaja bluzka kofta tunika  top s rukavami letuchaja mysh' s vyrezom so strazami ( kristallami ) na talii. .   ^p Gucci. stoila 18600. ^p razmer IT 40 (podojdet na rossijskij 44 ili 46) ^p K sozhaleniju, otrezany jarlyki s sostavom. ^p Vesch' nahoditsja v Sankt-Peterburge! ^p Soobschu merki. ^p Vyshlju pochtoj ili kur'erom. ^p Smotrite drugie moi ob'javlenija.","{""Vid odezhdy"":""Zhenskaja odezhda"", ""Predmet odezhdy"":""Trikotazh"", ""Razmer"":""4446 (M)""}",3999,,0,0,0,0,23.87
72234467,Transport,Gruzoviki i spetstehnika,Kamaz 2004g. v. Dlinobazovyj,Kamaz rama 7 met. po dok. samosval s gidromanipuljatorom. bez torga,"{""Vid tehniki"":""Gruzoviki""}",190000,,0,0,0,0,19.28
50621268,Dlja biznesa,Produkty pitanija,Govjadina,Tseloj tushej.   Produkt  vyraschen v svoem hozjajstve.,,230,,0,0,0,0,0.02
78850244,Hobbi i otdyh,Sport i otdyh,Silovoj kompleks (trenazher) Home Gym LS-1003,"Prodam gruzoblochnyj silovoj kompleks Home Gym LS-1003. ^p Funktsional: verhnjaja-nizhnjaja tjaga, sgibanija-razgibanija nog, batterfljaj, zhim.  ^p Nabornyj stek vesov na 50 kg v komplekte. Siden'e/upor iz kozhzama.  ^p Dva varianta shiriny zhimovogo hvata (rukojati perestavljajutsja), regulirovka upora dlja nog po rostu. ^p Sostojanie otlichnoe s nebol'shimi ""kotskami"" lakokrasochnogo pokrytija. ^p Nahoditsja v rajone Dramteatra.","{""Vid tovara"":""Fitnes i trenazhery""}",10000,,0,0,0,0,0.22
47231386,Hobbi i otdyh,Kollektsionirovanie,Prodam starinnuju monetu,Prodam starinnuju monetu 1758 goda,"{""Vid tovara"":""Monety""}",0,,0,0,0,0,11.82
27898314,Hobbi i otdyh,Sport i otdyh,Strajkbol'nyj pm,"Borner PM ^p strajkbol'nyj ,streljaem plastikovymi sharami 6mm ^p  - ^p  NOVYJ!!! ^p  - ^p  Magazin Pnevmatika  ^p  g.Volgograd, pr. Metallurgov 27.  ^p  8-@@PHONE@@","{""Vid tovara"":""Pejntbol i strajkbol""}",2899,0,1,1,0,0,17.76
92952034,Nedvizhimost',Kommercheskaja nedvizhimost',"Sdam magazin 75 kv. m., Prospekt Oktjabrja","Sdaetsja v arendu torgovo-ofisnoe pomeschenie ot 75 do 150 kv.m. na krasnoj linii po prospektu Oktjabrja. Otdel'naja vhodnaja gruppa, parkovka. Ploschad': 75.00 ^p Ufa, Prospekt Oktjabrja ^p  v baze: 3158","{""Tip ob'javlenija"":""Sdam"", ""Vid ob'ekta"":""Torgovoe pomeschenie"", ""Adres"":""Ufa, Prospekt Oktjabrja""}",150000,,0,0,0,0,10.8
32296351,Bytovaja elektronika,Fototehnika,Prodam fotoapparat Sony Alpha SLT-A58,"Prodam fotoapparat Sony Alpha SLT-A58. Novyj, na garantii. Byl kuplen v avguste 2013 g. Prichina prodazhi - na DR podarili zerkalku kruche, teper' etot fotoapparat lezhit, pokryvaetsja pyl'ju, zhalko.  ^p Sostojanie otlichnoe, pochti ne ispol'zovalsja. Vozmozhno, dlja kogo-to budet horoshim podarkom k Novomu godu.","{""Vid tovara"":""Zerkal'nye fotoapparaty""}",16000,,0,0,0,0,0.05
15987094,Bytovaja elektronika,Nastol'nye komp'jutery,Komp. v sbore,"2h- jadernyj, monitor LG v otlichnom sostojanii. torg.",,8000,,0,0,0,0,4.85
90655169,Lichnye veschi,Krasota i zdorov'e,Materialy dlja naraschivanija nogtej,"lampochki uf.9 W - 80r ^p podstavka dlja ruk klienta(belaja) 300r ^p Bafik 20r ^p karandash dlja straz!(im ochen' udobno brat' strazinki on magnitnyj kakoj to)30r ^p tipsy prozrachnye + tam esche telesnogo tsveta dobavleny....korobka polnaja!!!200r ^p podstavka dlja tips(udobno risovat' na nej rozovaja dlja 5-ti tipsikov) 200r ^p rozovaja ""izolenta"" dlja pal'tsev mastera,chtob ne portit' svoj manikjur 50r ^p nabor salfetok bezvorsovyh...ochen' udobnye v rabote 150r ^p dvojnye chashechki(belen'kie)dlja zamesa gelja...ili kto,dlja chego pridumaet:) 25r ^p Pilki IBD 8 sht v nabote 400r ^p Formy IBD 500sht 200r ^p Gel' IBD prozrachnyj 56gr 1200r ^p Bonder gel' IBD 600r ^p vtoraja fotografija: ^p perevodnaja fol'ga 1,5 metra 50r ^p formy 500 sht 250r ^p pilki OPI 25r 1sht ^p prajmer urbina kislotnyj 150r ^p baza urbina 180r ^p stik prajmer ibd kislotnyj 200r ^p tipsy(rozovye)dlja risovanija samye bol'shie 40r paket ^p belye dvojnye chashechki 25r ^p podstavka dlja tipsov(rozovaja) dlja udobstva risovanija 200r ^p Na vse eto skidka 10% do 20.12.13","{""Vid tovara"":""Pribory i aksessuary""}",200,,0,0,0,0,0.44
54960291,Nedvizhimost',Garazhi i mashinomesta,"Garazh, 28 m","prodam garazh 31kvartal, okolo ul. vostochnaja, razmer 4/7m , vorota 2,6m, svet, jama smotrovaja ne glubokaja, otoplenija net.","{""Tip ob'javlenija"":""Prodam"", ""Vid ob'ekta"":""Garazh"", ""Ploschad'"":""28""}",400000,,0,0,0,0,0.14
15544554,Transport,Avtomobili s probegom,"KIA Cerato, 2005","KIACerato,2005 ^p Probeg 126 000 km 2.0 Benzin , gaz. Perednij privod Sedan Levyj rul' Goluboj tsvet Ne bityj Avtomobili s probegom iz Ameriki v Rossii odin hozjain. V podarok 2-a komplekta koles na diskah(zimnjaja lipuchka). Na perednih i lobovom steklah nakleena termo-plenka. Komplektatsija sport.","{""Marka"":""KIA"", ""Model'"":""Cerato"", ""God vypuska"":""2005"", ""Probeg"":""120 000 - 129 999"", ""Tip kuzova"":""Sedan"", ""Tsvet"":""Goluboj"", ""Ob'em dvigatelja"":""2.0"", ""Korobka peredach"":""Mehanicheskaja"", ""Tip dvigatelja"":""Benzinovyj"", ""Privod"":""Perednij"", ""Rul'"":""Levyj"", ""Sostojanie"":""Ne bityj""}",305000,,0,0,0,0,8.79
74303178,Dlja doma i dachi,Remont i stroitel'stvo,Vibroplita Wacker,"Tip BPU 2540 A ^p Skorost' prjamogo i obratnogo peremeschenija   24 m/min ^p Ploschad' uplotnenija  576 metrov kvadratnyh/chas ^p Rabochaja massa  140 kg ^p Privodnoj dvigatel':  Vozduhoohlazhdaemyj  odnotsilindrovyj 4-taktnyj benzinovyj dvigatel' s ruchnym shnurovym starterom. ^p Rabochij ob'em   163 sm/kub ^p Emkost' baka  3,7 l","{""Vid tovara"":""Instrumenty""}",140000,,0,0,0,0,23.43
81272971,Zhivotnye,Sobaki,Vest hajlend vajt ter'er mal'chik Jukos,"Prodaetsja mal'chik vest hajlend vajt ter'er, 3.5 mesjatsa, polnost'ju privit, dokumenty RKF Na foto mama schenkov","{""Poroda"":""Vest hajlend vajt ter'er""}",20000,,0,0,0,0,0.09
55309067,Bytovaja elektronika,Telefony,Nokia 7250,V otlichnom sostojanii! ^p Komplekt: telefon i zarjadka! ^p Odna iz samym stil'nyh modelej telefonov Nokia!,"{""Vid telefona"":""Nokia""}",2500,,0,0,0,0,21.69
82259745,Bytovaja elektronika,Fototehnika,Naglaznik na vidoiskatel' dlja Canon EOS,"Podhodit dlja fotoapparatov Canon: 650D 600D 550D 500D 450D 1000D 1100D 400D 350D 300D ^p Tak zhe prodaju ^p Ob'ektivy: ^p Canon 28-80mm f/3.5-5.6 III USM EF - 2.500r. ^p Canon 28-80mm f/3.5-5.6 EF - 2.000r. ^p Canon 35-80mm f/4-5.6 USM EF - 2.500r ^p Canon 24-85mm f/3.5-4.5 USM EF - 7.900p. ^p Tamron 24-70mm f/3.3-5.6 Canon EF - 3.500r. ^p Canon 50mm f/1.4 USM EF - 10.500p. ^p Canon 35-135mm f/4-5.6 USM EF - 6.500p. ^p Fotoapparat Canon EOS A2 (zekral'nyj,plenochnyj) - 1.900r. ^p UV-sveto fil'try 52mm, 58mm, 62mm - 300p. ^p Poljarizatsionnyj fil'tr 62mm - 500p. ^p Makro kol'tsa dlja Canon EF (s chipom) - 2000r. ^p Perehodniki M42 na Canon EF (bez chipa) - 400r. ^p Reversivnoe kol'tso dlja ob'ektiva 58mm - 400r. ^p Shtativy s gnuschimisja nogami vysota 165mm - 450r. ^p Akkumuljator LP-E8 (dlja Canon 600d) - 400p. ^p Zaschitnaja nakladka na ekran 3.2 (5D markIII) - 300p. ^p Zaglushka (rezinovaja) na gorjachij bashmak s urovnem - 250r. ^p Rasseivatel' na vstroennuju vspyshku (3 sht. raznyh tsvetov) - 450r. ^p Stil'nyj krasnyj remen' dlja fotoapparata Canon - 400p.","{""Vid tovara"":""Oborudovanie i aksessuary""}",300,,0,0,0,0,23.23
92617010,Lichnye veschi,Tovary dlja detej i igrushki,"Kukolka ""Karolina iz strany koshmarov"")",Prodam original'nuju avtorskuju kukolku ruchnoj raboty.,"{""Vid tovara"":""Igrushki""}",200,,0,0,0,0,3.35
52041481,Zhivotnye,Sobaki,Schenki Dzhek Rassel ter'era,"Prodajutsja porodistye schenki  Dzhek Rassel ter'er.Vozrost 2,5mes.Okras trikolor Privity po vozrostu.Klejmeny.Dokumenty RKF.Mal'chiki i devochki.Tsena:15000rub.Podrobnosti po tel..","{""Poroda"":""Dzhek Rassel ter'er""}",0,,0,0,0,0,0.03
29492520,Transport,Avtomobili s probegom,"VAZ 2105, 1984",prodaju srochno v horoshem sostojanii!!!! Torg umesten...,"{""Marka"":""VAZ (LADA)"", ""Model'"":""2105"", ""God vypuska"":""1984"", ""Probeg"":""190 000 - 199 999"", ""Tip kuzova"":""Sedan"", ""Tsvet"":""Sinij"", ""Ob'em dvigatelja"":""1.6"", ""Korobka peredach"":""Mehanicheskaja"", ""Tip dvigatelja"":""Benzinovyj"", ""Privod"":""Zadnij"", ""Rul'"":""Levyj"", ""Sostojanie"":""Ne bityj""}",40000,,0,0,0,0,22.24
