1,2,3,4,5,6,7,8,9,10,11,12,13
16445301,Transport,Zapchasti i aksessuary,Continental 205/55 R16 94V SportContact 2,"Continental 205/55R16 94V SportContact 2 4sht, novye shiny bez probega","{""Shirina profilja, mm"":""205"", ""Vysota profilja"":""55"", ""Diametr"":""16"", ""Sezonnost'"":""Letnie"", ""Vid tovara"":""Shiny, diski i kolesa"", ""Tip tovara"":""Shiny""}",12000,,0,0,0,0,19.88
44734631,Nedvizhimost',Kvartiry,"3-k kvartira, 72 m, 5/10 et.","Predlagaetsja k prodazhe otlichnaja trehkomnatnaja kvartira s kachestvennym remontom,podvesnye potolki,dveri i okna iz massiva dereva,sanuzel - kafel', prostornaja lodzhija na dve komnaty,kuhnja ob'edinena s gostinoj (pereplanirovka uzakonena). okna v kvartire vyhodjat na raznye storony. V pod'ezde est' svoja koljasochnaja. ^p Vo dvore parkovka i detskaja igrovaja ploschadka. Dom raspolozhen v pjati minutah ot ostanovki, rjadom rynki: ""Port"" i ""Tjumenskij"", trts Favorit, tts ""Juzhnyj, tsentr Dzjudo.  ^p  Dop. opisanie: sanuzel razdel'nyj, plita elektricheskaja, plastikovye okna, v dome est': detskaja ploschadka, lift passazhirskij, v pod'ezde est' koljasochnaja, kosmeticheskij remont, takzhe imejutsja: telefon, internet, kabel'noe televidenie, domofon, zheleznaja dver', kuhonnyj garnitur, shkaf-kupe..  Podrobnosti po ssylke: @@URL@@ ^p  v baze: 7120016","{""Tip ob'javlenija"":""Prodam"", ""Kolichestvo komnat"":""3"", ""Vid ob'ekta"":""Vtorichka"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazh"":""5"", ""Etazhej v dome"":""9-12"", ""Etazhej v dome"":""10"", ""Tip doma"":""Panel'nyj"", ""Adres"":""6 mkr, Gnarovskoj""}",5100000,,0,0,0,1,0.11
59384667,Lichnye veschi,Detskaja odezhda i obuv',Prodam konvert na vypisku,Ochen' krasivyj konvert na vypisku. Odevali odin raz. 900 rub.,"{""Vid odezhdy"":""Dlja devochek"", ""Predmet odezhdy"":""Drugoe""}",900,,0,0,0,0,3.70
51228692,Hobbi i otdyh,Knigi i zhurnaly,Dva komiksa Marvel,Pervye dva komiksa Marvel prodaju vmeste,"{""Vid tovara"":""Knigi""}",300,,0,0,0,0,0.14
22385982,Uslugi,Predlozhenija uslug,Ukladka Laminata,"Predlagaem Vam uslugi po ukladke laminata, parketnoj doski, probkovogo pokrytija, linoleuma i kovrolina, Tak zhe, nashi mastera, kachestvenno podgotovjat osnovanie vashih polov pered ukladkoj napol'nogo pokrytija. Vse raboty vypolnjajutsja na vysokom professional'nom urovne i v kratchajshie sroki.  ^p Uslugi i tseny (nastil laminata, sborka laminata) ^p --------------------------------- ^p Podgotovka osnovanija: ^p --------------------------------- ^p Demontazh staroj poverhnosti ^p Vyravnivanie poverhnosti samovyravnivajuschejsja smes'ju (nalivnoj pol) ^p Ukladka fanery ^p Fanera na lagah ^p --------------------------------- ^p Ukladka laminata: ^p --------------------------------- ^p Perpendikuljarno stene ^p Po diagonali ^p --------------------------------- ^p Ukladka parketnoj doski: ^p --------------------------------- ^p Perpendikuljarno stene ^p Po diagonali ^p Ukladka linoleuma i kovrolina ^p --------------------------------- ^p Dopolnitel'no: ^p --------------------------------- ^p Ustanovka plastikovogo plintusa ^p Ustanovka derevjannogo plintusa ^p Ustanovka mezhkomnatnyh porogov ^p Rabotaem bez predoplaty, sostavljaem dogovor. Vypolnim rabotu v udobnye dlja vas sroki! ^p Zvonite, prokonsul'tiruem!","{""Vid uslugi"":""Remont, stroitel'stvo""}",160,,0,0,0,0,11.94
93173525,Nedvizhimost',Kvartiry,"2-k kvartira, 49 m, 4/5 et.","Podrobnuju informatsiju po kvartire, vremeni prosmotra Vy mozhete poluchit' u spetsialista dannogo ob'ekta po telefonu 8@@PHONE@@ ^p Dogovor arendy tol'ko s hozjainom s predostavleniem vseh neobhodimyh dokumentov. ^p Kvartiry provereny i gotovy k sdache. Est' esche varianty v raznoj tsenovoj kategorii. Vse rajony na ljuboj srok. Srochnoe zaselenie za 1 den'. ^p polnaja baza kvartir i komnat v Spb. ^p Skidka po komissii v den' obraschenija!!!","{""Tip ob'javlenija"":""Sdam"", ""Kolichestvo komnat"":""2"", ""Srok arendy"":""Na dlitel'nyj srok"", ""Etazh"":""4"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazhej v dome"":""5-8"", ""Etazhej v dome"":""5"", ""Ploschad'"":""49"", ""Adres"":""griboedova nab.2/44""}",20000,,0,1,0,0,0.13
32448196,Hobbi i otdyh,Sport i otdyh,Shou-Balet,"dlja uchastija i zanjatij v shou-balete priglashajutsja devushki i junoshi 17-22 let.  Zhelajuschie samorazvivat'sja,nachat' ili prodolzhit' kontsertnuju dejatel'nost' itd. Zanjatija platnye .","{""Vid tovara"":""Fitnes i trenazhery""}",1200,,0,0,0,0,0.07
49777710,Rabota,Rezjume,Ischu rabotu,Ne zakonchennoe sredne-spetsial'noe obrazovanie-parikmaher.Ostal'nye voprosy po telefonu.,"{""Sfera dejatel'nosti"":""Bez opyta, studenty"", ""Grafik raboty"":""Smennyj grafik""}",6000,,0,0,0,0,2.77
35180978,Bytovaja elektronika,Telefony,Pechat' fotografij na chehlah dlja telefonov,"Pechat' fotografij na chehlah dlja telefonov v HD kachestve. Prjamaja pechat' po chehlu, Pechataem na vse modeli telefonov","{""Vid telefona"":""Aksessuary"", ""Vid tovara"":""Chehly i plenki""}",550,,0,0,0,0,14.55
55653125,Transport,Avtomobili s probegom,"GAZ Sobol', 2007","Sobol' Barguzin, ljuks kupe 5 kresel i stolik. Idealen dlja vyezdov na prirodu i puteshestvij na avto. Dvigatel' ZMZ 405, inzhektor.Odin hozjain.","{""Marka"":""GAZ"", ""Model'"":""Sobol'"", ""God vypuska"":""2007"", ""Probeg"":""100 000 - 109 999"", ""Tip kuzova"":""Miniven"", ""Tsvet"":""Bezhevyj"", ""Ob'em dvigatelja"":""2.4"", ""Korobka peredach"":""Mehanicheskaja"", ""Tip dvigatelja"":""Benzinovyj"", ""Privod"":""Zadnij"", ""Rul'"":""Levyj"", ""Sostojanie"":""Ne bityj""}",260000,,0,0,0,0,17.00
40391295,Transport,Zapchasti i aksessuary,Gazovoe oborudovanie,"GBO Boreg-Italija. stojalo na 2110-karbjurator, podojdet na ljubuju karbjuratornuju ili monovprysk.","{""Vid tovara"":""Zapchasti"", ""Tip tovara"":""Dlja avtomobilej""}",4000,,0,0,0,0,6.81
43955038,Nedvizhimost',Kvartiry,"1-k kvartira, 35 m, 2/5 et.","Prodaetsja 1-komnatnaja kvartira po otlichnoj tsene! ^p Obschaja ploschad' 35 kv.m. Kvartira predstavlena prostornoj komnatoj s vyhodom na balkon. Balkon osteklen ramoj PVH i uteplen. Na kuhne v  6 kv.m. novye truby i sovremennaja vstroennaja kuhnja fistashkovogo tsveta. Iz okon vid na polisadnik.... ^p Vo vsej kvartire okna PVH i sovremennye mezhkomnatnye dveri.S/u razdel'nyj.Nedavno zameneny truby. ^p Novaja metallicheskaja dver'! ^p Ozelenennyj dvor v sovremennoj bruschatke, razvitaja infrastruktura ( magazin Parus, apteki, shkola 18, d/s 4) ^p Razvitoe transportnoe soobschenie, marshruty 20, 18,11,39. Do ostanovki 2 minuty. ^p Imeetsja Vse neobhodimoe dlja togo chtoby Vy priobreli ujut v novoj kvartire!","{""Tip ob'javlenija"":""Prodam"", ""Kolichestvo komnat"":""1"", ""Vid ob'ekta"":""Vtorichka"", ""Etazh"":""2"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazhej v dome"":""5"", ""Etazhej v dome"":""5-8"", ""Tip doma"":""Kirpichnyj"", ""Ploschad'"":""35"", ""Adres"":""Tel'mana""}",1850000,,0,0,0,0,4.43
32463116,Bytovaja elektronika,Telefony,Explay Sky,"Obschie harakteristiki ^p Standart GSM 900/1800/1900, 3G ^p Tip smartfon ^p Operatsionnaja sistema Android 4.0 ^p Tip korpusa klassicheskij ^p Kolichestvo SIM-kart 2 ^p Ves 147 g ^p Razmery (ShxVxT) 63.5x126x12.2 mm ^p Ekran ^p Tip ekrana tsvetnoj TFT, sensornyj ^p Tip sensornogo ekrana emkostnyj ^p Diagonal' 4 djujm. ^p Razmer izobrazhenija 480x800 ^p Chislo pikselej na djujm (PPI) 233 ^p Avtomaticheskij povorot ekrana est' ^p Zvonki ^p Tip melodij polifonicheskie ^p Vibrozvonok est' ^p Mul'timedijnye vozmozhnosti ^p Fotokamera 5 mln piks., vstroennaja vspyshka ^p Zapis' videorolikov est' (3GP) ^p Frontal'naja kamera est', 0.3 mln piks. ^p Vosproizvedenie video MP4, 3GP, H.263, H.264 ^p Audio MP3, AAC, WAV, FM-radio ^p Diktofon est' ^p Raz'em dlja naushnikov 3.5 mm ^p TV-tjuner analogovyj ^p Svjaz' ^p Interfejsy USB, Wi-Fi, Bluetooth 4.0 ^p Sputnikovaja navigatsija GPS ^p Dostup v internet WAP, GPRS, EDGE, email POP/SMTP, HTML ^p Pamjat' i protsessor ^p Protsessor ARM Cortex-A9, 1000 MGts ^p Ob'em vstroennoj pamjati 4 Gb ^p Podderzhka kart pamjati microSD (TransFlash), ob'emom do 32 Gb ^p Soobschenija ^p MMS est' ^p Pitanie ^p Tip akkumuljatora Li-polymer ^p Emkost' akkumuljatora 2200 mAch ^p Vremja razgovora 4.5 ch ^p Vremja ozhidanija 320 ch ^p Drugie funktsii ^p Gromkaja svjaz' (vstroennyj dinamik) est' ^p Zapisnaja knizhka i organajzer ^p Poisk po knizhke est' ^p Organajzer budil'nik, kal'kuljator, planirovschik zadach","{""Vid telefona"":""Drugie marki""}",2999,,0,0,0,0,3.94
62705048,Dlja biznesa,Oborudovanie dlja biznesa,Pilorama mg-6200M,"Prodam piloramu MG-6200 ""M"", Belarus', v polnom komplekte. ^p Dlina raspilivaemogo brevna  7200 mm. ^p El. dvigatel' pil'noj lenty 11 kvt ^p Naibol'shaja shirina propila 650 mm. ^p God vypuska: 2003. ^p Komplekt: ^p Zatochnyj stanok ^p Razvodnoj stanok ^p Tel'fer ^p Pily, 6 sht.","{""Vid oborudovanija"":""Promyshlennoe""}",0,,0,0,0,0,1.26
12618039,Transport,Zapchasti i aksessuary,"Motopodkat, podkat dlja mototsikla","podkat universal'nyj pod majatnik ili traversu. pochti novyj. tsena v magazine ""Sorokin""- 3500.  posmotret' mozhno  v g. Vidnoe","{""Vid tovara"":""Aksessuary""}",3000,,0,0,0,0,0.41
20837491,Bytovaja elektronika,Telefony,Galaxy Note 2 v otlichnom sostojanii,"V otlichnom sostojanii, byl v plenke i chehle vse vremja. Tsvet temno-seryj. Est' chek, garantija (dejstvujuschaja), polnaja komplektatsija na foto.","{""Vid telefona"":""Samsung""}",12900,,0,0,0,0,19.44
34265013,Zhivotnye,Drugie zhivotnye,Koza vysokoudojnaja,"Srochno! Prodaetsja vysokoudojnaja, sujagnaja. torg","{""Vid zhivotnogo"":""S/h zhivotnye""}",5000,,0,0,0,0,0.10
92522222,Transport,Zapchasti i aksessuary,Zadnjaja balka reno logan,"Zapchast': ^p Balka zadnjaja v sbore(baraban,tros)na Renault Logan.Vyshlju transportnoj kompaniej.","{""Vid tovara"":""Zapchasti"", ""Tip tovara"":""Dlja avtomobilej""}",8000,,0,0,0,0,0.18
20330354,Nedvizhimost',"Doma, dachi, kottedzhi",Dom 108 m na uchastke 5 sot.,"Dom, s/o ""Sad 9"" (or-r Moskovskij pr-kt), 2 etazha, 108 kv.m., kuhnja-gostinaja 22 kv.m., 3 komnaty, garderobnaja, 2 s/u v kafele, skvazhina, kotel tverdotoplivnyj, septik, 1 etazh - teplye poly, remont, laminat, kafel', uhozhennyj uchastok 5 sotok v sobstvennosti, gaz v perspektive, torg","{""Tip ob'javlenija"":""Prodam"", ""Vid ob'ekta"":""Dom"", ""Etazhej v dome"":""2"", ""Rasstojanie do goroda"":""V cherte goroda"", ""Ploschad' uchastka"":""5""}",3650000,,0,0,0,0,22.92
57168443,Transport,Zapchasti i aksessuary,"Na VAZ - 21093, 14, 15","dvigatel'1.5, blok dvigatelja, kolenval, shatuny, niz dvigatelja, mahovik, forsunki, kollektora, ventiljator, radiator, modul' zazhiganija, bort komp i dr.","{""Vid tovara"":""Zapchasti"", ""Tip tovara"":""Dlja avtomobilej"", ""Vid zapchasti"":""Dvigatel'""}",0,,0,0,0,0,22.02
18299485,Nedvizhimost',"Doma, dachi, kottedzhi",Dom 23 m na uchastke 10 sot.,,"{""Tip ob'javlenija"":""Prodam"", ""Vid ob'ekta"":""Dom"", ""Rasstojanie do goroda, km"":""50"", ""Material sten"":""Brevno"", ""Ploschad' doma"":""23"", ""Ploschad' uchastka"":""10""}",500000,,0,0,0,0,0.02
27297142,Nedvizhimost',Kvartiry,"1-k kvartira, 35 m, 8/10 et.","sdam kvartiru,ploschad': 35/21/12 ^p 8/10 , po ulitse Dolgoozernaja 9 internet;telefon;mebel';bytovaja tehnika;stiral'naja mashina;tol'ko gr. RF;bez VP ^p Sdaetsja prostornaja odnokomnatnaja kvartira. Kvartira v horoshem sostojanii, sdaetsja na dlitel'nyj srok. Dlja 1-3 chelovek, sem'i. Est' vsja mebel' i bytovaja tehnika. Vozmozhna skidka na komissiju! Razvitaja infrastruktura. Horoshaja planirovka. ^p Kvartira raspolozhena po ul. Dolgoozernaja d.9, rjadom s metro Komendantskij prospekt ^p Obschaja ploschad': 35 kv. m. Komnata: 21 kv. m. Ploschad' kuhni: 12 kv. m.  ^p Sdelku soprovozhdaet agentstvo nedvizhimosti ""Petrovskaja Nedvizhimost'"". Imeem obshirnuju bazu ob'ektov po Sankt Peterburgu i Len. Oblasti. Oplata komissii posle zaselenija.","{""Tip ob'javlenija"":""Sdam"", ""Kolichestvo komnat"":""1"", ""Srok arendy"":""Na dlitel'nyj srok"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazh"":""8"", ""Etazhej v dome"":""10"", ""Etazhej v dome"":""9-12"", ""Adres"":""Dolgoozernaja 9""}",20000,,0,0,0,0,7.56
29330249,Nedvizhimost',Komnaty,"Komnata 12 m v 2-k, 5/9 et.","Komnata v 2h bloke,divan,shkaf,el.plitka.Ts.5500+svet(2 mes.predoplata)","{""Tip ob'javlenija"":""Sdam"", ""Srok arendy"":""Na dlitel'nyj srok"", ""Komnat v kvartire"":""2"", ""Etazh"":""5"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazhej v dome"":""9"", ""Etazhej v dome"":""9-12"", ""Tip doma"":""Kirpichnyj"", ""Ploschad' komnaty"":""12"", ""Adres"":""ul.Krasnoarmejskaja d.26""}",5500,,0,0,0,0,20.74
37831201,Bytovaja elektronika,Telefony,Nokia 2110,"Raritet. Sostojanie rabochee. Proizvodstvo Finljandija. ^p Komplekt: korobka, 2 batarei, zarjadka. Batarei mertvye. Odna derzhit minut 10.","{""Vid telefona"":""Nokia""}",1100,,0,0,0,0,19.87
18825007,Dlja doma i dachi,Mebel' i inter'er,Mjagkoe kreslo,Prodam mjagkoe kreslo korichnevoj  rastsvetki v horoshem sostojanii 1000 rublej. Srochno.,"{""Vid tovara"":""Krovati, divany i kresla""}",1000,,0,0,0,0,5.02
59784637,Lichnye veschi,Detskaja odezhda i obuv',Zima novyj kostjum iz Finki r. 92+,"OOchen' klasnyj i teplyj! Privezli iz Finljandii svoemu rebenku, no on emu mal. Shtany teplye, zaschita ot snega, karmany, ljamki rerulirujutsja, izosoft 300 gr+flis na pope, koleni, popa usileny konduroj. Kurtka s jubkoj ot podduvanija. Izosoft 330gr+flis na spinke, vorote. Ochen' udobnyj, no nam malovat k sozhaleniju. Real'no na rost ot 88 do 98 sm. Tsveta jarche, chem na foto. Tkan' ne promokaet i ne produvaetsja, rebenok v nej ne poteet. Temperaturnyj rezhim do -30.  Teplee, chem Kerri-eto tochno!!! ^p Kurtka po spine 45 sm, rukav 44, shagovyj 36, mozhno podognut'. ^p Na rebenke smotritsja super. ^p Otdam vsego za 2500 rub. Pokupali za 126 evro. K pokupke otdam darom kragi na flise na etot zhe rost. ^p Aktual'no do udalenija.","{""Vid odezhdy"":""Dlja mal'chikov"", ""Predmet odezhdy"":""Verhnjaja odezhda"", ""Razmer"":""86-92 sm (1-2 goda)""}",0,,0,0,0,0,1.05
86631491,Hobbi i otdyh,Ohota i rybalka,Podvodnoe ruzh'e cressi-SUB SL Star 55,"Pnevmaticheskie podvodnye ruzh'ja SL STAR vypuskajutsja uzhe mnogo let i za eto vremja poluchili zasluzhennoe priznanie podvodnyh ohotnikov vo vsem mire, blagodarja vysokoj nadezhnosti, moschnosti i tochnosti vystrela. Postojanno modifitsiruemye, v techenie etih let ruzh'ja SL STAR krajne prosty i udobny v ekspluatatsii. Ruzh'ja snabzheny anatomicheskoj rukojatkoj, kotoraja pozvoljaet manevrirovat' bez dopolnitel'nyh usilij. Jarko zheltaja nakladka rukojati pomozhet ohotniku legko najti ostavlennoe na dne ruzh'e.  ^p Ruzh'em pol'zovalis' paru raz, potom vrachi zapretili podvodnuju ohotu.(( ^p Komplektatsija vidna na foto. ^p uterjan upor dlja zarjadki. kupit' ne problema, tsena voprosa 150 rub",,5500,1,1,0,0,0,21.37
39531950,Nedvizhimost',Kvartiry,"1-k kvartira, 35 m, 2/5 et.","Sdam 1-kom. kvartiru, iz mebeli-divan, shkaf, holodil'nik, stol porjadochnym kvartirantam na dlitel'nyj srok, 5000+ schetchiki, sdaetsja cherez AN","{""Tip ob'javlenija"":""Sdam"", ""Kolichestvo komnat"":""1"", ""Srok arendy"":""Na dlitel'nyj srok"", ""Etazh"":""Ne pervyj i ne poslednij"", ""Etazh"":""2"", ""Etazhej v dome"":""5-8"", ""Etazhej v dome"":""5"", ""Tip doma"":""Kirpichnyj"", ""Adres"":""Ul. Respublikanskaja, d. 51""}",5000,,0,0,0,0,7.61
58406087,Bytovaja elektronika,Tovary dlja komp'jutera,Blok pitanija power master 300w,Blok pitanija power master 300w. ^p Moschnost' bloka pitanija: 300 Vt ^p Ohlazhdenie bloka pitanija: 1 ventiljator: 80 x 80 mm ^p Konnektor pitanija mat.platy: 20+4 pin (razbornyj 24-pin konnektor) ^p Konnektor pitanija protsessora: 4 pin ^p Raz'emy dlja podkljuchenija HDD/FDD/SATA: 6/1/1,"{""Vid tovara"":""Komplektujuschie"", ""Tip tovara"":""Bloki pitanija""}",300,,0,0,0,0,1.04
86514566,Nedvizhimost',Zemel'nye uchastki,"Uchastok 5 sot. (SNT, DNP)",prodam Dachnyj uchastok po ul Amurskoj SNT Karachi uchaastok 5 sotok ne uhozhennyj est' fundaament 3m na 4m na 36 linii 105 uchastok vse v sobstvennosti t 247-093 100 tys bez torga ili menjaju na gazel' tent(s moej doplatoj) vozmozhna rassrochka,"{""Rasstojanie do goroda, km"":""V cherte goroda"", ""Tip ob'javlenija"":""Prodam"", ""Kategorija zemel'"":""Sel'hoznaznachenija (SNT, DNP)"", ""Ploschad'"":""5""}",100000,,0,0,0,0,23.46
39295381,Transport,Avtomobili s probegom,"KIA Rio, 2006","KIA Rio, 2006 g. ^p Probeg 130 000 km, 1.4 MT, benzin, perednij privod, sedan, levyj rul', tsvet golubovato-serebristyj. Mashina v otlichnom sostojanii, tol'ko chto pomenjal maslo, fil'try, stojki stabilizatora. Gotov na ljubye proverki! Komplektatsija: ^p Mehanicheskaja korobka peredach; ^p Klimat kontrol'; ^p Podogrev sidenij; ^p Gur; ^p 2 podushki bezopasnosti; ^p Abs; ^p El.zerkala s podogrevom; ^p El.steklopod'emniki ^p Podlokotnik ^p Protivotumannye fary ^p Litye diski; ^p Muzyka; ^p Signalizatsija;  ^p + zimnie kolesa s diskami. ^p Na otlichnom hodu, sel i poehal.","{""God vypuska"":""2006"", ""Tip kuzova"":""Sedan"", ""Probeg, km"":""120 000 - 129 999"", ""Korobka peredach"":""Mehanicheskaja"", ""Ob'em dvigatelja, l"":""1.4"", ""Tip dvigatelja"":""Benzinovyj"", ""Marka"":""KIA"", ""Model'"":""Rio"", ""Tsvet"":""Serebrjanyj "", ""Privod"":""Perednij"", ""Rul'"":""Levyj"", ""Sostojanie"":""Ne bityj""}",250000,,0,0,0,0,0.17
